;Summons Number;Plate ID;Registration State;Plate Type;Issue Date;Violation Code;Vehicle Body Type;Vehicle Make;Issuing Agency;Street Code1;Street Code2;Street Code3;Vehicle Expiration Date;Violation Location;Violation Precinct;Issuer Precinct;Issuer Code;Issuer Command;Issuer Squad;Violation Time;Time First Observed;Violation County;Violation In Front Of Or Opposite;Number;Street;Intersecting Street;Date First Observed;Law Section;Sub Division;Violation Legal Code;Days Parking In Effect    ;From Hours In Effect;To Hours In Effect;Vehicle Color;Unregistered Vehicle?;Vehicle Year;Meter Number;Feet From Curb;Violation Post Code;Violation Description;No Standing or Stopping Violation;Hydrant Violation;Double Parking Violation
2504;1359867995;XY608W;NJ;PAS;01/12/2013;45;DELV;FRUEH;P;46030;92430;42030;0;94.0;94;94;935794;0094;0000;1213P;;K;F;60;GREENPOINT AVE;;0.0;408.0;E5;;BBBBBBB;ALL;ALL;WHITE;0.0;0.0;-;0.0;;;;;
349214;7955137401;EGN2549;NY;PAS;08/06/2013;20;SUBN;CHEVR;T;8530;6380;6480;88888888;66.0;66;66;355069;T302;P;0206P;;K;F;1325;39th St;;0.0;408.0;d;;YYYYY;0800A;0600P;BLACK;;0.0;;0.0;01 -;20A-No Parking (Non-COM);;;
2605122;7472285286;CKV8350;NY;PAS;10/25/2013;38;4DSD;ME/BE;T;7790;8640;8740;20150326;114.0;114;114;358884;T401;R;0307P;;Q;F;35-18;30th Ave;;0.0;408.0;h1;;Y;0800A;0700P;GY;;2003.0;;0.0;28-P;38-Failure to Display Muni Rec;;;
32462;5069685480;FEY4813;NY;PAS;07/20/2013;7;SUBN;SUBAR;V;0;0;0;0;;0;0;0;;;1251P;;;;;HORACE HARDING EXPWY;.(E/B)@UTOPIA PKWAY.;0.0;1111.0;D;T;;;;BL;;2011.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7562693;7029023559;74401;NY;MED;05/02/2014;38;4DSD;BMW;T;26230;28830;35230;20150827;67.0;67;67;359301;T302;S;1251P;;K;O;907A;Church Ave;;0.0;408.0;h1;;Y;0800A;0700P;GY;;2010.0;;0.0;09 3;38-Failure to Display Muni Rec;;;
3044089;7884113340;92783JW;NY;COM;11/09/2013;69;VAN;FORD;T;17890;0;0;20150731;17.0;17;17;355115;T106;X;0926A;;NY;I;S;E 45th St;30ft E/of Vanderbilt;0.0;408.0;h1;;Y;0800A;1200A;WH;;2010.0;;0.0;51 -;69-Failure to Disp Muni Recpt;;;
3043048;7880253440;36914MA;NY;COM;11/09/2013;47;DELV;NS/OT;T;10510;34890;34910;20140630;18.0;18;18;345329;T106;C;0801A;;NY;F;1381;6th Ave;;0.0;408.0;l2;;Y;0700A;0700P;WHITE;;2012.0;;0.0;19 -;47-Double PKG-Midtown;;;
2021314;7481922809;CYJ3575;NY;PAS;10/05/2013;20;4DSD;TOYOT;T;18190;23490;23640;20140716;103.0;103;103;355599;T402;H;0906A;;Q;O;15318;90th Rd;;0.0;408.0;d;;Y;0800A;0600P;GREY;;2005.0;;0.0;12 -;20A-No Parking (Non-COM);;;
473779;7962166319;87918PA;NY;IRP;08/12/2013;47;DELV;FRUEH;T;25390;18110;18130;20130831;18.0;18;18;355425;T106;D;0741A;;NY;O;575;Madison Ave;;0.0;408.0;l2;;Y;0700A;0700P;GREEN;;0.0;;0.0;S6 -;47-Double PKG-Midtown;;;
5724816;7178305400;GJZ1008;NY;PAS;02/28/2014;51;4DSD;MITSU;T;5540;9870;9940;20140608;108.0;108;108;345105;T401;N;0345P;;Q;O;43-45;9th St;;0.0;408.0;e3;;;;;GY;;2010.0;;0.0;F 41;51-Sidewalk;;;
8501532;1370686407;49839JG;NY;COM;06/04/2014;46;VAN;MERCU;P;36270;24690;10610;0;28.0;28;162;954028;0162;0000;0550P;;NY;F;105;W 125 ST;;0.0;408.0;F1;;BBBBBBB;ALL;ALL;BROWN;0.0;2002.0;-;0.0;;;;;
1179196;7817922706;78308MB;NY;COM;09/07/2013;19;DELV;HINO;T;18130;0;0;20140131;18.0;18;18;350401;T106;A;0905A;;NY;I;S;E 57th St;25ft W/of Park Ave;0.0;408.0;c3;;YYYYYYY;;;BK;;2012.0;;0.0;CC1;19-No Stand (bus stop);;;
5093836;4002220217;FPC3801;NY;PAS;12/10/2013;5;4DSD;ACURA;V;0;0;0;0;;0;0;0;;;1152A;;;;;NB 1ST AVE @ E 23RD;ST;0.0;1111.0;C;T;;;;GL;;0.0;;0.0;;BUS LANE VIOLATION;;;
4319580;7118299558;75249JW;NY;COM;01/30/2014;19;DELV;FRUEH;T;5280;10730;10780;88888888;68.0;68;68;358625;T302;F;0127P;;K;O;8303;3rd Ave;;0.0;408.0;c3;;YYYYYYY;;;BROWN;;2007.0;;0.0;36 -;19-No Stand (bus stop);;;
2690568;5071415550;DGZ8154;NY;PAS;10/28/2013;7;SUBN;INFIN;V;0;0;0;0;;0;0;0;;;0350P;;;;;S. CONDUIT AVE.(E/B);@BROOKVILLE BLVD.-RQ;0.0;1111.0;D;T;;;;BL;;2011.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7939867;7171733191;B98ANW;NJ;PAS;05/14/2014;20;SUBN;NISSA;T;69230;84030;54000;88888888;88.0;88;88;332975;T730;D;0254P;;K;F;413;Park Ave;;0.0;408.0;d;;YYYYY;0800A;0600P;BLACK;;0.0;;0.0;02 3;20A-No Parking (Non-COM);;;
7866442;1355833619;FZM7837;NY;PAS;05/12/2014;21;SDN;;X;17110;12210;12310;20141104;9.0;9;9;906258;0009;0000;1108A;;NY;O;600;E 6 ST;;0.0;408.0;D1;;YBBBBBB;1100A;1230P;GRAY;0.0;2008.0;-;0.0;;;;;
7143260;7510763836;FXV9387;NY;PAS;04/02/2014;70;SUBN;FORD;T;59530;73110;50930;20140314;81.0;81;81;358581;T301;H;0358P;;K;F;591;Mac Donough St;;0.0;408.0;j3;;YYYYYYY;;;GR;;0.0;;0.0;L 31;70A-Reg. Sticker Expired (NYS);;;
2738288;7428748306;XALF28;NJ;PAS;10/30/2013;14;VAN;UD;T;24890;18670;18690;20130088;19.0;19;19;346086;T103;F;0836A;;NY;F;1248;Lexington Ave;;0.0;408.0;c;;YYYYY;0700A;1000A;WHITE;;0.0;;0.0;21 -;14-No Standing;;;
2064076;7541141641;FYS9121;NY;PAS;10/07/2013;38;4DSD;HONDA;T;5580;89530;69330;20140501;78.0;78;78;358147;T301;H;0514P;;K;F;91;5th Ave;;0.0;408.0;h1;;Y;0800A;0700P;WHITE;;2012.0;;0.0;19 -;38-Failure to Display Muni Rec;;;
8839098;7005719578;BRW9020;NY;PAS;06/16/2014;38;SUBN;HONDA;T;59990;14810;14890;20160613;112.0;112;112;357323;T401;F;0304P;;Q;O;107-092;Queens Blvd;;0.0;408.0;h1;;Y;0830A;0700P;RD;;2012.0;;0.0;59-P;38-Failure to Display Muni Rec;;;
7905378;7125835820;16519JZ;NY;COM;05/13/2014;40;UTIL;FRUEH;T;63630;55430;38530;20150228;94.0;94;94;357357;T301;S;1231P;;K;O;100;Nassau Ave;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;1999.0;;2.0;17 3;40-Fire Hydrant;;;
1117328;7805507510;969YUD;CT;PAS;09/05/2013;38;4DSD;ME/BE;T;13610;31190;37170;88880088;33.0;33;33;358869;T103;K;1214P;;NY;F;4023;Broadway;;0.0;408.0;h1;;Y;0800A;0700P;BLACK;;0.0;;0.0;21 -;38-Failure to Display Muni Rec;;;
2106706;7708663398;14886JZ;NY;COM;10/08/2013;37;VAN;FORD;T;24890;18790;18810;20150331;19.0;19;19;358647;T103;Q;0457P;0329P;NY;O;1370;Lexington Ave;;20131008.0;408.0;h1;;YYYYY;1000A;0700P;WH;;2001.0;127-4750;0.0;51 -;37-Expired Muni Meter;;;
8805618;7887167164;GDP5924;NY;PAS;06/14/2014;31;4DSD;HONDA;T;10910;34510;34530;20141112;14.0;14;14;355233;T106;L;1240P;;NY;F;486;9th Ave;;0.0;408.0;l3;;Y;0700A;0700P;BLACK;;2013.0;;0.0;69 6;31-No Stand (Com. Mtr. Zone);;;
5137707;7630790430;EKT4897;NY;PAS;02/03/2014;38;4DSD;NISSA;T;9090;0;0;20150107;114.0;114;114;347619;T401;F;0450P;;Q;I;W;38th St;75ft N/of 36th Ave;0.0;408.0;h1;;Y;0900A;0700P;BL;;1997.0;;0.0;28 -;38-Failure to Display Muni Rec;;;
5135703;7930384068;63446JM;NY;COM;02/03/2014;14;VAN;INTER;T;27100;0;0;88888888;1.0;1;1;355652;T101;B;1118A;;NY;I;E;Nassau St;20ft S/of Cedar St;0.0;408.0;c;;YYYYYYY;;;BROWN;;2001.0;;0.0;25 -;14-No Standing;;;
5502435;7932336296;FZB2271;NY;PAS;02/20/2014;16;4DSD;VOLVO;T;17050;10110;10010;20140524;9.0;9;9;356960;T101;X;0706A;;NY;F;91;E 3rd St;;0.0;408.0;k2;;YYYYY;0700A;0400P;GY;;2004.0;;0.0;18 1;16A-No Std (Com Veh) Non-COM;;;
7264586;7829507995;CBV5297;NY;PAS;04/04/2014;31;4DSD;TOYOT;T;17350;27800;23390;20141009;13.0;13;13;352036;T102;E;0937A;;NY;O;118;E 18th St;;0.0;408.0;l3;;YYYYY;0800A;0600P;GREY;;2011.0;;0.0;10 6;31-No Stand (Com. Mtr. Zone);;;
702555;4001669146;FG193Y;NY;PAS;08/20/2013;5;4DSD;HONDA;V;0;0;0;0;;0;0;0;;;0310P;;;;;NB 1ST AVE @ ST MARK;S PL;0.0;1111.0;C;T;;;;TN;;2010.0;;0.0;;BUS LANE VIOLATION;;;
6567012;1366633040;N14BVD;NJ;PAS;03/28/2014;21;SDN;HONDA;S;69530;67030;64830;0;71.0;71;0;534115;KN09;0000;0914A;;K;F;760;PARKSIDE AVE;;0.0;408.0;D1;;BYBBYBB;0830A;1000A;RED;0.0;0.0;-;0.0;;;;;
6084787;7359101608;52983MD;NY;COM;03/12/2014;46;VAN;FRUEH;T;42820;27030;29120;88888888;46.0;46;46;357790;T201;C;1122A;1200P;BX;F;2035;Jerome Ave;;20140312.0;408.0;F1;;;;;BROWN;;2014.0;;0.0;14 2;46B-Double Parking (Com-100Ft);;;
8858212;7058140420;XY648E;NJ;PAS;06/17/2014;69;4DSD;FORD;T;34490;10410;10510;20140088;14.0;14;14;346192;T106;D;0906A;;NY;F;78;W 36th St;;0.0;408.0;h1;;YYYYY;0600A;0700P;WHITE;;0.0;;0.0;37 6;69-Failure to Disp Muni Recpt;;;
474004;7971425703;62987JM;NY;COM;08/12/2013;38;DELV;GMC;T;15710;35710;35770;88888888;24.0;24;24;358143;T103;D;1010A;;NY;O;795;Columbus Ave;;0.0;408.0;h1;;Y;0730A;0700P;BROWN;;1986.0;;0.0;39 -;38-Failure to Display Muni Rec;;;
8492655;7737886643;CV6H105;TX;PAS;06/03/2014;21;4DSD;CHEVR;T;81430;26730;67047;20130788;77.0;77;77;331121;T301;D;1207P;;K;F;584;Sterling Pl;;0.0;408.0;d1;;Y  Y;1130A;0100P;GREEN;;0.0;;0.0;19 3;21-No Parking (street clean);;;
3440327;7738649161;FSB7229;NY;PAS;11/22/2013;21;SUBN;SUBAR;T;63030;58730;85730;20150919;79.0;79;79;350428;T301;M;0841A;;K;O;879;Myrtle Ave;;0.0;408.0;d1;;Y  Y;0800A;0930A;BLUE;;1998.0;;0.0;J -;21-No Parking (street clean);;;
791777;7751932960;EHA7573;NY;PAS;08/23/2013;38;2DSD;HONDA;T;65320;8020;76950;20140706;41.0;41;41;358186;T202;E;1025A;;BX;F;1023;Southern Blvd;;0.0;408.0;h1;;Y;0800A;0700P;BK;;2005.0;;0.0;17A;38-Failure to Display Muni Rec;;;
343930;7618351375;FZL8997;NY;PAS;08/06/2013;21;2DSD;HONDA;T;50330;6240;6740;20141115;114.0;114;114;331904;T401;L;0957A;;Q;F;18-04;Astoria Pk South;;0.0;408.0;d1;;Y  Y;0930A;1100A;BLACK;;2008.0;;0.0;T -;21-No Parking (street clean);;;
4657164;7987588805;GBT4328;NY;PAS;12/14/2013;40;4DSD;NS/OT;T;11710;36450;36470;88888888;32.0;32;32;347674;T103;AA;0858A;;NY;O;1516;Amsterdam Ave;;0.0;408.0;e2;;YYYYYYY;;;RED;;0.0;;8.0;O -;40-Fire Hydrant;;;
5148273;7427391238;T621834C;NY;OMT;02/04/2014;37;4DSD;TOYOT;T;29320;61720;10020;20141031;52.0;52;52;358860;T201;E;0940A;0932A;BX;O;147;E Gun Hill Rd;;0.0;408.0;h1;;Y;0830A;0700P;WH;;2012.0;207-3006;0.0;16 -;37-Expired Muni Meter;;;
6220071;7784728098;41989JZ;NY;COM;03/17/2014;38;VAN;CHEVR;T;61490;13040;13440;88888888;112.0;112;112;358571;T401;F;1226P;;Q;F;63-84;Saunders St;;0.0;408.0;h1;;Y;0830A;0700P;WHITE;;2009.0;;0.0;55-P;38-Failure to Display Muni Rec;;;
1537945;7752638894;CKF4275;NY;PAS;09/19/2013;19;SUBN;MITSU;T;29620;63440;58220;20150308;45.0;45;45;358662;T202;D;0111P;;BX;F;3630;E Tremont Ave;;0.0;408.0;c3;;YYYYYYY;;;WH;;2014.0;;0.0;07P;19-No Stand (bus stop);;;
5275451;7014532832;52666JT;NY;COM;02/10/2014;38;VAN;FORD;T;18950;25390;25985;20150430;23.0;23;23;355229;T103;G;1025A;;NY;F;55;E 99th St;;0.0;408.0;h1;;Y;0830A;1000P;WHITE;;2002.0;;0.0;01 -;38-Failure to Display Muni Rec;;;
2884319;7117574069;15293JZ;NY;COM;11/04/2013;40;UTIL;INTER;T;9540;19090;19190;20140114;110.0;110;110;358941;T401;G;1219P;;Q;O;98-18;41st Ave;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;4.0;18-A;40-Fire Hydrant;;;
5880226;7157108641;EBK6678;NY;PAS;03/05/2014;38;CONV;VOLVO;T;10410;18930;22000;20150904;23.0;23;23;358608;T103;S;1113A;;NY;O;1184;5th Ave;;0.0;408.0;h1;;Y;0900A;1000P;SILVE;;2011.0;;0.0;53 7;38-Failure to Display Muni Rec;;;
2819561;7350280208;13488AX;NY;COM;11/01/2013;38;DELV;MITSU;T;12010;37330;37350;20140630;34.0;34;34;355162;T103;H;1002A;;NY;F;284;Audubon Ave;;0.0;408.0;h1;;Y;0900A;0700P;WHITE;;2007.0;;0.0;12 -;38-Failure to Display Muni Rec;;;
2555762;7727084475;LNK55S;NJ;PAS;10/24/2013;21;SUBN;DODGE;T;78530;73570;53970;88888888;90.0;90;90;346199;T301;L;0812A;;K;F;319;S 5th St;;0.0;408.0;d1;;Y  Y;0800A;0930A;BLUE;;0.0;;0.0;A -;21-No Parking (street clean);;;
3917883;7865926741;0LORDBLS;NJ;PAS;01/13/2014;31;SUBN;CHEVR;T;10610;34850;34870;88888888;18.0;18;18;346053;T106;E;1153A;;NY;O;850;7th Ave;;0.0;408.0;l3;;Y;0700A;0600P;BLACK;;0.0;;0.0;99 -;31-No Stand (Com. Mtr. Zone);;;
2763620;4002076519;S68AYP;NJ;PAS;10/30/2013;5;4 DR;TOYOT;V;6110;40404;40404;0;;0;0;0;;;1236P;;;;;NB 1ST AVE @ 86TH ST;;0.0;1111.0;C;T;;;;SL;;2011.0;;0.0;;BUS LANE VIOLATION;;;
7387876;7023384479;GMH9658;NY;PAS;04/29/2014;38;SUBN;HONDA;T;26130;52120;21520;20160303;40.0;40;40;359291;T201;G;0335P;;BX;F;310;E 149th St;;0.0;408.0;h1;;Y;0900A;0700P;GY;;2001.0;;0.0;35 2;38-Failure to Display Muni Rec;;;
6747464;7154949491;GAL6657;NY;PAS;04/12/2014;20;SUBN;ROVER;T;51090;25085;25140;20140801;103.0;103;103;353179;T402;M;1049A;;Q;F;182-25;Jamaica Ave;;0.0;408.0;d;;YYYYYYY;;;BK;;2008.0;;0.0;A 42;20A-No Parking (Non-COM);;;
4686081;7000144907;FYX7684;NY;PAS;12/05/2013;46;SUBN;FORD;T;61090;19740;20190;20140104;115.0;115;115;354003;T401;X;1036A;;Q;F;104-01;Roosevelt Ave;;0.0;408.0;f1;;;;;GREEN;;2002.0;;0.0;52-A;46A-Double Parking (Non-COM);;;
7942637;7475899937;FJE8292;NY;PAS;05/14/2014;21;4DSD;VOLKS;T;29890;0;0;20150505;101.0;101;101;343912;T402;L;1014A;;Q;I;W;Beach 9th St;80ft S/of Caffrey Av;0.0;408.0;d1;;Y;0930A;1100A;BLUE;;2005.0;;0.0;R 42;21-No Parking (street clean);;;
6011340;7079747533;4BG5954;MD;PAS;03/10/2014;14;4DSD;LEXUS;T;18140;0;0;20151288;103.0;103;103;345435;T402;P;0513P;;Q;I;N;90th Ave;35ft E/of 160th St;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;A 42;14-No Standing;;;
2217671;7789363785;64751MA;NY;COM;10/11/2013;37;VAN;CHEVR;T;11710;35890;35910;20150823;24.0;24;24;337778;T103;J;0115P;1206P;NY;F;949;Amsterdam Ave;;0.0;408.0;h1;;Y;0900A;0700P;GREY;;2002.0;138-9690;0.0;46 -;37-Expired Muni Meter;;;
1545047;1345330558;CBH6067;MI;PAS;09/19/2013;46;SDN;NISSA;P;68930;54070;12130;0;77.0;77;77;949571;0077;0000;0506P;;K;F;1555;PACIFIC ST;;0.0;408.0;K6;;BBBBBBB;ALL;ALL;GRAY;0.0;0.0;-;0.0;;;;;
5010671;1351600801;EDU7282;NY;PAS;12/27/2013;98;SUBN;FORD;P;94630;40404;40404;20151120;75.0;75;802;952230;0802;0000;1215P;;K;F;1215;WORTMAN AVE;;0.0;408.0;D5;;BBBBBBB;ALL;ALL;GREEN;0.0;0.0;-;0.0;;;;;
3364345;7310143218;EAY6068;NY;PAS;11/20/2013;38;4DSD;CHEVR;T;5580;72230;24830;88888888;78.0;78;78;357743;T302;I;0324P;;K;O;237;5th Ave;;0.0;408.0;h1;;Y;0830A;0700P;WHITE;;2007.0;;0.0;56 -;38-Failure to Display Muni Rec;;;
7129268;7437124683;DWS3565;NY;PAS;04/25/2014;38;4DSD;PONTI;T;45590;0;0;20141126;102.0;102;102;346343;T402;C;0403P;;Q;I;E;Forest Pky;35ft N/of Jamaica Av;0.0;408.0;h1;;Y;0900A;0700P;BLUE;;2007.0;;0.0;18 4;38-Failure to Display Muni Rec;;;
3046525;1357247989;DYX9903;NY;PAS;11/09/2013;21;SDN;BMW;P;17310;10410;32633;20150808;13.0;13;13;949419;0013;0000;0606P;;NY;F;18;E 16 ST;;0.0;408.0;E2;;BBBBBBB;ALL;ALL;BLK;0.0;2011.0;-;0.0;;;;;
1994977;7658061335;AE83900;AZ;PAS;10/04/2013;40;VAN;FORD;T;36270;10410;24690;88880088;28.0;28;28;358659;T103;R;0226P;;NY;F;28;W 125th St;;0.0;408.0;e2;;YYYYYYY;;;WHITE;;0.0;;5.0;C -;40-Fire Hydrant;;;
4787693;7570387491;ETE8056;NY;PAS;12/24/2013;21;SUBN;HONDA;T;59820;66520;66320;20150628;43.0;43;43;358139;T202;B;0900A;;BX;O;1505;Purdy St;;0.0;408.0;d1;;Y  Y;0830A;1000A;BR;;2012.0;;0.0;12A;21-No Parking (street clean);;;
1173266;7069034787;GGW7694;NY;PAS;09/07/2013;40;4DSD;TOYOT;T;36490;0;0;20150616;32.0;32;32;354084;T103;L;0303P;;NY;I;N;W 136th St;45ft W/of Lenox Ave;0.0;408.0;e2;;YYYYYYY;;;BK;;2011.0;;0.0;CC1;40-Fire Hydrant;;;
97872;5069838155;FPR1160;NY;PAS;07/29/2013;7;4DSD;NISSA;V;0;0;0;0;;0;0;0;;;0359P;;;;;ASTORIA BLVD.(W/B)@9;4TH ST.-RI-4;0.0;1111.0;D;T;;;;WH;;0.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
7399929;7340768075;331534N;NJ;PAS;04/30/2014;40;PICK;FORD;T;31190;37530;37550;88888888;34.0;34;34;358228;T103;M;0316P;;NY;O;1593;St Nicholas Ave;;0.0;408.0;e2;;YYYYYYY;;;BLACK;;0.0;;6.0;M 77;40-Fire Hydrant;;;
3549304;1357247035;DPE2957;NY;PAS;11/26/2013;20;SUBN;HONDA;P;17430;10210;10110;20140330;13.0;13;13;948239;0013;0000;0910A;;NY;F;220;EAST 22 STREET;;0.0;408.0;D1;;YYYYYBB;0800A;0600P;BLUE;0.0;2006.0;-;0.0;;;;;
3423893;7660916178;Z83CUE;NJ;PAS;11/22/2013;19;SUBN;GMC;T;17170;31790;10110;88888888;9.0;9;9;354213;T800;A2;0918P;;NY;F;235;E 9th St;;0.0;408.0;c3;;YYYYYYY;;;WHITE;;0.0;;0.0;D -;19-No Stand (bus stop);;;
8443703;1369478069;6P21H;99;COM;06/02/2014;17;TAXI;;P;10910;34590;34610;20151228;14.0;14;14;951447;0014;0000;0310A;1230A;NY;F;578;9 AVE;;0.0;408.0;I4;;BBBBBBB;ALL;ALL;YELLO;0.0;2013.0;-;0.0;;;;;
4692120;7030135118;CXP7651;NY;PAS;12/26/2013;21;SUBN;NISSA;T;10530;5430;5580;20140509;68.0;68;68;352956;T302;A;0851A;;K;F;483;79th St;;0.0;408.0;d1;;Y;0830A;1000P;GY;;2008.0;;0.0;21 -;21-No Parking (street clean);;;
7393367;7115919458;65836MB;NY;COM;04/28/2014;20;PICK;DODGE;T;18390;10410;25390;20150430;19.0;19;19;357094;T103;H;1259P;1214P;NY;F;18;E 70th St;;0.0;408.0;d;;YYYYYYY;0600A;0600P;GY;;2013.0;;0.0;59 7;20-No Parking (Com Plate);;;
8316059;7081081137;17414JU;NY;COM;05/28/2014;19;UTIL;INTER;T;37290;8140;8240;20150131;114.0;114;114;355697;T401;Q;0112P;;Q;F;31-08;Broadway;;0.0;408.0;c3;;YYYYYYY;;;WH;;2006.0;;0.0;52-P;19-No Stand (bus stop);;;
802562;7093328908;GEX3179;NY;PAS;08/24/2013;38;4DSD;ME/BE;T;36420;27120;27150;20150317;46.0;46;46;356972;T201;J;0116P;;BX;F;2255;Grand Concourse;;0.0;408.0;h1;;Y;0830A;0700P;BK;;2003.0;;0.0;14 -;38-Failure to Display Muni Rec;;;
5041286;5072189478;FLA4949;NY;PAS;12/24/2013;7;SUBN;HONDA;V;0;0;0;0;;0;0;0;;;0840P;;;;;W. FORDHAM RD.(W/B)@;CEDAR AVE.-XU-3;0.0;1111.0;D;T;;;;GY;;2007.0;;0.0;;FAILURE TO STOP AT RED LIGHT;;;
110796;7981578450;BTD0826;GA;PAS;07/29/2013;21;4DSD;VOLKS;T;36570;15910;11710;20130688;30.0;30;30;351997;T103;A;1136A;;NY;F;453;W 140th St;;0.0;408.0;d1;;Y YY YY;1100A;1230A;SILVE;;0.0;;0.0;G -;21-No Parking (street clean);;;
8073076;7596073580;FMZ5645;NY;PAS;05/19/2014;20;SUBN;ME/BE;T;35030;14510;13610;20150901;20.0;20;20;332078;T108;C;0837A;;NY;F;4;W 63rd St;;0.0;408.0;d;;YYYYY;0800A;0600P;BK;;2008.0;;0.0;01 8;20A-No Parking (Non-COM);;;
5052164;7121072798;FWE9574;NY;PAS;12/31/2013;70;4DSD;HYUND;T;8990;36590;58590;20131227;109.0;109;109;358175;T401;E;0812A;;Q;F;143-04;38th Ave;;0.0;408.0;j3;;YYYYYYY;;;WH;;2012.0;;0.0;21 -;70A-Reg. Sticker Expired (NYS);;;
1406741;1361267665;U90DBB;NJ;PAS;09/15/2013;40;VAN;TOYOT;P;34610;10610;10810;0;14.0;14;161;954121;0161;0000;0258P;0255P;NY;F;234;W 42 ST;;0.0;408.0;J6;;BBBBBBB;ALL;ALL;BLK;0.0;0.0;-;10.0;;;;;
8240525;7772118790;DLX6194;NY;PAS;05/24/2014;37;SUBN;TOYOT;T;14590;23130;21690;20151129;5.0;5;5;359584;T101;D;0558P;0452P;NY;F;217;Centre St;;0.0;408.0;h1;;Y;0800A;0700P;BK;;2005.0;124-4036;0.0;74 1;37-Expired Muni Meter;;;
2682012;7853954086;97056JE;NY;COM;10/28/2013;42;VAN;INTER;T;34550;10510;13610;88888888;14.0;14;14;355120;T102;K;0317P;;NY;F;108;W 39th St;;0.0;408.0;h1;;YYYYY;0600A;0700P;BROWN;;2002.0;144-5957;0.0;MC -;42-Exp. Muni-Mtr (Com. Mtr. Z);;;
1093272;7210670518;31224JV;NY;COM;09/04/2013;38;DELV;HINO;T;51090;18490;68090;20140430;102.0;102;102;358612;T402;D;0147P;;Q;F;92-04;Jamaica Ave;;0.0;408.0;h1;;Y;0900A;0700P;WHITE;;2006.0;;0.0;18 -;38-Failure to Display Muni Rec;;;
5397111;7028184780;ZDG22E;NJ;PAS;02/17/2014;14;4DSD;HONDA;T;14840;13600;51850;88888888;104.0;104;104;354034;T402;P;0949P;;Q;O;64-39;70th St;;0.0;408.0;c;;YYYYYYY;0900P;0600A;BLACK;;0.0;;0.0;G 42;14-No Standing;;;
3711852;7547103522;DGG8822;NY;PAS;01/06/2014;71;SUBN;FORD;T;73190;61730;58130;20150828;81.0;81;81;346210;T301;L;0842A;;K;F;175;Malcolm X Blvd;;0.0;408.0;j6;;YYYYYYY;;;RD;;1992.0;;0.0;K -;71A-Insp Sticker Expired (NYS);;;
4046180;7860793696;GED7570;NY;PAS;01/17/2014;31;4DSD;LEXUS;T;13610;34290;34310;20150314;13.0;13;13;358623;T102;I;0234P;;NY;F;1150;Broadway;;0.0;408.0;l3;;YYYYY;0700A;0600P;GY;;2014.0;;0.0;E -;31-No Stand (Com. Mtr. Zone);;;
7915137;7826989474;270AWH;IN;PAS;05/13/2014;9;4DSD;KIA;T;10810;34550;0;20140988;14.0;14;14;341298;T106;J;0458P;;NY;X;;8th Ave;W 39th St;0.0;408.0;e1;;;;;WHITE;;0.0;;0.0;CC1;09-Blocking the Box;;;
8004771;7095389068;E50DNK;NJ;PAS;05/16/2014;21;SUBN;SUBAR;T;18790;45590;19790;88888888;19.0;19;19;354043;T103;G;1119A;;NY;F;530;E 90th St;;0.0;408.0;d1;;Y  Y;1100A;1230A;BLUE;;0.0;;0.0;03 7;21-No Parking (street clean);;;
219285;7013257230;41323MA;NY;COM;08/02/2013;21;VAN;CHEVR;T;18610;24890;10210;20140831;19.0;19;19;355325;T103;F;1003A;;NY;F;160;E 81st St;;0.0;408.0;d1;;Y  Y;0900A;1030A;WH;;2003.0;;0.0;22 -;21-No Parking (street clean);;;
2289837;7097732880;64342JS;NY;COM;10/15/2013;14;SWT;NS/OT;T;34990;0;0;20140831;20.0;20;20;355567;T103;M;0211P;;NY;I;N;W 61st St;200ft W/of Amsterdam;0.0;408.0;c;;YYYYYYY;;;WHITE;;0.0;;0.0;CC1;14-No Standing;;;
5060045;7333906887;EJU1455;NY;PAS;12/27/2013;21;2DSD;ACURA;T;36450;11710;13610;20140702;26.0;26;26;355134;T103;B;0846A;;NY;F;504;W 134th St;;0.0;408.0;d1;;Y  Y;0830A;1000A;GR;;1998.0;;0.0;CC3;21-No Parking (street clean);;;
8602362;7065463588;GCM7742;NY;PAS;06/07/2014;19;4DSD;LEXUS;T;64230;35430;22430;20141129;60.0;60;60;351343;T302;A;1037A;;K;F;12;Neptune Ave;;0.0;408.0;c3;;YYYYYYY;;;BR;;2013.0;;0.0;15 3;19-No Stand (bus stop);;;
4053403;7095441819;FXX8976;NY;PAS;01/17/2014;21;SUBN;ME/BE;T;64790;20385;20440;20140704;103.0;103;103;354200;T803;B;0054A;;Q;F;110-27;Sutphin Blvd;;0.0;408.0;d1;;Y;1200A;0300A;BL;;1999.0;;0.0;E -;21-No Parking (street clean);;;
